Trial ID,DOI,Makespan,Avg. Response Time,Mean Utilization,Avg. Iteration Count,Num. Cloudlets VM-0,Num. Cloudlets VM-1,Num. Cloudlets VM-2,Num. Cloudlets VM-3,Num. Cloudlets VM-4,Num. Cloudlets VM-5,Num. Cloudlets VM-6,Num. Cloudlets VM-7,Num. Cloudlets VM-8,Num. Cloudlets VM-9,Num. Cloudlets VM-10,Num. Cloudlets VM-11,Num. Cloudlets VM-12,Num. Cloudlets VM-13,Num. Cloudlets VM-14,Num. Cloudlets VM-15,Num. Cloudlets VM-16,Num. Cloudlets VM-17,Num. Cloudlets VM-18,Num. Cloudlets VM-19,Processing Time VM-0,Processing Time VM-1,Processing Time VM-2,Processing Time VM-3,Processing Time VM-4,Processing Time VM-5,Processing Time VM-6,Processing Time VM-7,Processing Time VM-8,Processing Time VM-9,Processing Time VM-10,Processing Time VM-11,Processing Time VM-12,Processing Time VM-13,Processing Time VM-14,Processing Time VM-15,Processing Time VM-16,Processing Time VM-17,Processing Time VM-18,Processing Time VM-19
MWOA_Broker Trial 11,15.001198697825663,49.26200009346008,0.25389047619047617,0.6250421442594021,50.0,2,2,3,1,2,1,1,2,2,1,0,7,1,4,1,10,1,6,1,2,21.600999927520753,38.20300002098084,41.24633335431417,18.151999855041506,37.16300002098084,25.279666687647502,17.14585716383798,22.403000020980837,49.363000020980834,35.37966644922892,-1.0,46.81399994850159,36.26300002098083,44.20300002098084,7.175999927520752,47.30300002098084,33.30200009346009,48.20399994850159,5.3119998550415035,42.30300002098084
MWOA_Broker Trial 12,12.69571497493419,49.101999855041505,0.2525047619047616,0.6613080471298243,50.0,1,2,2,2,2,2,2,1,1,2,1,1,1,4,1,7,7,1,8,2,26.202000093460086,47.20399994850159,41.24633335431417,42.26300002098083,24.251999855041504,45.34633335431417,48.22928582872663,20.203000020980838,23.202000093460086,49.20299978256226,13.152000093460083,22.401999855041506,32.26300002098083,17.201000165939334,21.227000093460084,10.400999927520752,43.60399994850159,46.70300002098084,44.515000114440916,30.612000093460082
MWOA_Broker Trial 13,14.031978446910896,49.061999855041506,0.23326190476190461,0.6453539363795471,50.0,2,2,2,1,2,1,1,1,2,1,1,5,1,11,0,5,3,4,1,4,27.20299978256226,48.264000186920164,41.24633335431417,23.152999782562258,49.16300002098084,16.13633335431417,21.173428664888657,20.200999927520755,22.362000093460082,36.245333188374836,17.286999855041504,46.70399994850159,47.20399994850159,45.4796666876475,-1.0,14.401999855041504,31.603000020980836,38.30300002098084,44.51300002098083,43.60399994850159
MWOA_Broker Trial 14,15.63184316077345,49.06300002098084,0.23492380952380926,0.5711209976640992,50.0,2,2,3,2,2,1,1,2,1,7,1,3,1,3,1,2,8,1,6,1,27.201999855041507,41.263999948501585,48.24633335431417,33.26200009346008,49.16399994850159,13.245333426793415,28.14585716383798,25.611999855041503,23.202000093460086,47.169666687647506,46.363000020980834,14.400999927520752,22.362999782562255,7.312000093460083,2.235,1.4110001659393312,40.80399994850159,42.30300002098084,38.30200009346009,8.41099992752075
MWOA_Broker Trial 15,16.569179580233083,49.41200009346008,0.24885238095238063,0.5194422594135917,50.0,2,2,2,2,2,2,1,1,3,1,4,1,5,2,0,3,12,0,5,0,21.602000093460084,36.26200009346008,41.24633335431417,37.17799978256226,42.253000020980835,14.152000093460083,19.1162858077458,23.411999855041504,34.30300002098084,40.33533342679342,38.26300002098083,30.612000093460082,29.203000020980838,3.167666832605998,-1.0,7.511999855041504,48.20300002098084,-1.0,49.51300002098083,-1.0
MWOA_Broker Trial 16,11.725244385212772,49.077000093460086,0.2287038109733945,0.7171083909060763,50.0,1,2,2,3,2,2,2,1,2,1,1,1,4,5,2,4,9,1,3,2,32.20300002098084,48.263999948501585,47.169666687647506,49.17800002098084,37.16300002098084,46.23300002098083,42.13157144955227,36.20300002098084,26.151999855041506,21.268666760126752,10.287000093460081,33.30300002098084,29.20299978256226,16.27866676012675,14.286999855041502,46.01300002098083,39.613000020980834,40.80300002098084,43.60399994850159,44.51300002098083
MWOA_Broker Trial 17,7.971182434152175,49.07899994850159,0.22107619047619034,0.7698991136722256,50.0,1,2,1,3,2,2,3,1,2,3,2,5,1,3,3,2,7,1,4,2,27.202000093460086,48.263999948501585,29.279666687647502,49.17899994850159,42.253000020980835,37.26300002098083,47.13157144955227,26.201999855041507,20.152000093460085,43.3796666876475,45.30300002098084,34.61200009346008,35.35299978256226,33.169666687647506,36.238000020980834,39.613000020980834,38.30300002098084,31.602999782562257,44.51300002098083,46.70399994850159
MWOA_Broker Trial 18,13.638853999931577,49.07899994850159,0.23516666666666672,0.69386523622853,50.0,1,2,2,2,2,2,3,2,1,4,1,3,2,1,3,1,7,1,8,2,26.201999855041507,41.26300002098083,36.24633311589559,49.17999987602234,38.253000020980835,42.24733328183492,47.13257137707302,48.20300002098084,24.20500011444092,17.206999969482425,37.17800002098084,21.60399994850159,46.51300002098083,4.310999927520752,45.30500011444092,1.4100000000000001,34.613000020980834,35.60400018692017,40.80399994850159,43.603000020980836
MWOA_Broker Trial 19,14.659691206346054,49.07800002098084,0.19315714285714286,0.5991512048222635,50.0,1,2,2,2,1,2,1,1,2,1,6,1,5,1,7,2,7,1,3,2,17.400999927520754,41.26300002098083,36.24633311589559,48.238999948501586,22.271999855041503,34.169666687647506,7.253857308796474,6.300999927520752,47.20300002098084,16.279666687647502,49.17899994850159,24.411999855041504,46.51300002098083,2.2443334992726642,45.30300002098084,38.30300002098084,33.30200009346009,30.613000020980834,27.201999855041507,14.403000020980835
MWOA_Broker Trial 20,9.431858190939872,49.41399994850158,0.2048190476190473,0.7344571237802598,50.0,1,2,1,2,2,2,5,1,2,2,2,1,1,7,5,1,2,2,7,2,36.20299978256226,37.363000020980834,39.34633335431417,33.26300002098083,44.16400018692017,43.18633311589559,41.22728573526655,42.30300002098084,47.20300002098084,19.13633335431417,40.390000114440916,21.601999855041505,22.363000020980834,46.30399994850159,48.238999948501586,23.413000020980835,49.513999948501585,24.413000020980835,31.603000020980836,34.613000020980834
MWOA_Broker Trial 21,12.819630567190794,49.063000259399416,0.23629047619047594,0.6291783226377419,50.0,1,2,2,2,2,2,1,1,2,2,1,1,1,9,1,12,1,3,2,2,32.20399994850159,48.263999948501585,41.24633335431417,38.263999948501585,49.16400018692017,16.13533342679342,17.14585716383798,26.202000093460086,37.363999948501586,43.3796666876475,14.287000093460081,13.41099992752075,22.363000020980834,40.33633335431417,10.28599992752075,47.30399994850159,19.203000020980838,46.81300002098084,25.612000093460082,28.403000020980837
MWOA_Broker Trial 22,15.044734632111057,49.41200009346008,0.27167142857142834,0.41008854567975234,50.0,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,13,0,10,0,6,18.411999855041504,23.203000020980838,24.27866676012675,22.28999987602234,13.25099992752075,21.2973335202535,8.23957135609218,26.202000093460086,5.262000093460083,6.278666760126749,19.23599992752075,27.203000020980838,14.252000093460083,1.277666832605998,47.263999948501585,48.20400018692017,-1.0,49.51300002098083,-1.0,31.601999855041505
MWOA_Broker Trial 23,14.765105793351783,49.06399994850159,0.24585238095238046,0.6071287359387825,50.0,1,2,1,1,2,1,1,1,4,1,5,1,2,8,1,4,2,9,0,3,27.203000020980838,48.26300002098083,24.279666687647502,29.151999855041506,49.16399994850159,25.279666687647502,9.227285735266548,33.30200009346009,34.30299978256226,43.38066661516825,47.263999948501585,20.203000020980838,41.26300002098083,14.311999855041503,5.126000165939331,21.600999927520753,30.613000020980834,46.81300002098084,-1.0,46.013999948501585
MWOA_Broker Trial 24,8.652371834055373,49.41300002098083,0.2288238095238092,0.742003019730523,50.0,1,2,2,3,3,2,3,3,1,2,2,3,2,3,2,4,5,1,4,2,27.201999855041507,41.26300002098083,36.245333426793415,42.26300002098083,45.37300002098083,33.24633335431417,47.13157144955227,49.51300002098083,13.311999855041503,44.20300002098084,31.226999855041505,37.512999782562254,39.30300002098084,38.169666687647506,30.202000093460086,40.80300002098084,25.612000093460082,28.403000020980837,46.70399994850159,35.603000020980836
MWOA_Broker Trial 25,13.30839057726955,49.07699985504151,0.20034285714285718,0.7059426557963808,50.0,1,2,2,2,2,2,2,1,4,2,2,3,1,2,7,1,7,2,3,2,11.412000093460081,47.20399994850159,41.24733328183492,49.17800002098084,46.333999948501585,42.24833344777425,27.117285735266552,32.20300002098084,48.26300002098083,4.312000093460083,45.30399994850159,44.51300002098083,21.350999927520753,14.31099992752075,37.17899994850159,39.614000186920165,38.30300002098084,18.411999855041504,40.80199985504151,43.603000020980836
MWOA_Broker Trial 26,13.094268940751826,49.077000093460086,0.23343333333333333,0.6262405903906082,50.0,1,2,2,2,3,1,5,2,1,2,1,1,4,0,4,6,9,1,2,1,32.20199985504151,47.20399994850159,36.245333188374836,41.238000020980834,30.292000093460082,35.18633335431417,28.14585716383798,48.20300002098084,23.202000093460086,31.269666687647504,49.17800002098084,13.411999855041502,21.352000093460084,-1.0,17.287000093460083,24.411999855041504,46.012999782562254,46.81400018692017,18.411999855041504,25.612000093460082
MWOA_Broker Trial 27,12.754590779212489,49.41399994850158,0.2563047619047614,0.6290237299260579,50.0,1,2,2,1,1,1,1,2,1,2,1,1,1,9,0,16,1,1,3,3,27.203000020980838,48.26300002098083,41.24633335431417,33.26300002098083,12.231999855041503,31.295333188374837,16.240571522031512,24.413000020980835,32.26200009346008,22.201999855041507,25.202000093460086,19.201999855041507,43.353000020980836,40.33733328183492,-1.0,47.30399994850159,49.513999948501585,36.20300002098084,34.613000020980834,38.30300002098084
MWOA_Broker Trial 28,12.05301157791703,49.41399994850158,0.2037095238095235,0.7324951296109323,50.0,1,2,2,2,3,2,3,2,2,3,4,2,3,2,4,3,3,1,4,2,0.400999927520752,41.26300002098083,33.168666521708175,47.26300002098083,48.12500011444092,46.20399994850159,45.32928582872663,32.20300002098084,37.363000020980834,29.279666687647502,42.26300002098083,44.51499987602234,38.20300002098084,35.37866676012675,34.20300002098084,18.412000093460083,49.51499987602234,16.412000093460083,43.60500011444092,40.80399994850159
MWOA_Broker Trial 29,17.117026348088523,49.07800002098084,0.24319047619047596,0.5593428047863558,50.0,2,2,1,2,1,2,1,6,1,6,5,1,3,1,2,1,1,7,0,5,27.201999855041507,48.262999782562254,15.245333426793415,49.17800002098084,16.251999855041504,14.151999855041504,17.143857308796477,42.30300002098084,43.353000020980836,41.24633335431417,47.264000186920164,36.202000093460086,33.20300002098084,4.310999927520752,3.2609999275207517,0.4,23.4339999294281,46.81300002098084,-1.0,40.80200009346009
MWOA_Broker Trial 30,14.609422318085377,49.41200009346008,0.20917619047619027,0.6068474780172688,50.0,1,2,1,2,2,1,3,1,1,1,2,1,7,1,8,5,0,6,1,4,36.20300002098084,48.264000186920164,38.168666760126754,41.238000020980834,47.252999782562256,22.153000020980837,27.117285735266552,32.202000093460086,28.363000020980834,6.277666594187418,20.237000093460082,33.30299978256226,31.353000020980836,5.244333260854085,45.30400018692017,49.51300002098083,-1.0,46.70300002098084,24.413000020980835,17.401000165939333

