Trial ID,DOI,Makespan,Avg. Response Time,Mean Utilization,Avg. Iteration Count,Num. Cloudlets VM-0,Num. Cloudlets VM-1,Num. Cloudlets VM-2,Num. Cloudlets VM-3,Num. Cloudlets VM-4,Num. Cloudlets VM-5,Num. Cloudlets VM-6,Num. Cloudlets VM-7,Num. Cloudlets VM-8,Num. Cloudlets VM-9,Num. Cloudlets VM-10,Num. Cloudlets VM-11,Num. Cloudlets VM-12,Num. Cloudlets VM-13,Num. Cloudlets VM-14,Processing Time VM-0,Processing Time VM-1,Processing Time VM-2,Processing Time VM-3,Processing Time VM-4,Processing Time VM-5,Processing Time VM-6,Processing Time VM-7,Processing Time VM-8,Processing Time VM-9,Processing Time VM-10,Processing Time VM-11,Processing Time VM-12,Processing Time VM-13,Processing Time VM-14
WOA_Broker Trial 11,10.301452535410435,42.11099992752075,2.3475916363398226,0.7317280528563667,50.0,2,3,1,2,1,1,2,2,4,3,2,2,5,2,8,42.211999855041505,38.712000093460084,16.544333260854085,18.961000165939332,10.210999927520751,13.600999927520752,39.213000020980836,34.213000020980836,35.711999855041505,37.87866676012675,37.211999855041505,32.102000093460084,42.211999855041505,33.212000093460084,30.210999927520753
WOA_Broker Trial 12,8.423770943922003,42.11200009346008,2.2209333162148788,0.7263830824235343,50.0,1,2,2,3,2,4,3,1,6,2,6,1,2,2,3,16.210999927520753,29.101000165939332,38.54533318837484,26.43099992752075,39.211999855041505,33.103000020980836,42.212000093460084,21.211000165939332,39.211999855041505,30.545333188374837,30.211999855041505,21.211000165939332,37.212000093460084,38.212000093460084,16.210999927520753
WOA_Broker Trial 13,9.134314670485713,42.11200009346008,2.3056916472117104,0.7012833478629832,50.0,2,2,1,2,3,2,2,3,5,2,2,1,4,2,7,39.211999855041505,26.713000020980836,19.210999927520753,27.962000093460084,15.210999927520751,33.212000093460084,32.103000020980836,39.211999855041505,39.211999855041505,12.877666594187417,37.21399994850159,19.210999927520753,26.211999855041505,33.212000093460084,42.212000093460084
WOA_Broker Trial 14,7.340277534396807,42.11100016593933,2.3810437466144556,0.7544443359182861,50.0,2,2,2,2,1,3,1,2,4,2,5,1,8,2,3,28.182000093460083,31.601999855041505,37.87866652170817,27.962000093460084,25.211000165939332,38.713000020980836,21.212000093460084,30.213000020980836,27.63975,37.87866652170817,42.212000093460084,15.211999855041503,37.213000020980836,38.21399994850159,37.213000020980836
WOA_Broker Trial 15,8.121781614922698,42.11200009346008,2.2814083245118453,0.7635585514762293,50.0,1,2,2,2,2,3,2,2,3,4,3,4,2,5,3,18.102000093460084,31.603000020980836,38.5473335202535,34.962000093460084,15.211999855041503,40.71499987602234,39.213000020980836,34.213000020980836,39.213000020980836,30.545333426793416,21.213000020980836,42.213000020980836,30.211999855041505,28.213000020980836,38.147999999999996
WOA_Broker Trial 16,7.567903034032795,43.10900031089783,2.175241661469141,0.7730842429825965,50.0,2,3,3,2,2,2,2,2,5,2,5,2,3,2,3,39.212000093460084,38.212000093460084,35.212000093460084,37.60299978256226,28.212000093460084,28.710999927520753,30.211999855041505,30.211999855041505,40.713000020980836,32.54533318837484,10.210999927520751,34.211999855041505,33.212000093460084,38.212000093460084,43.212000093460084
WOA_Broker Trial 17,7.762182942320336,43.1119998550415,2.2335250103473663,0.7550988667099284,50.0,2,2,3,2,2,3,2,2,3,3,4,2,5,2,3,39.103000020980836,35.712000093460084,40.213000020980836,25.212000093460084,39.213000020980836,39.103000020980836,34.212000093460084,19.213999948501588,35.712000093460084,32.548333209355675,43.211999855041505,33.213000020980836,30.213000020980836,26.21499987602234,15.212000093460082
WOA_Broker Trial 18,8.809808531053747,43.11099992752075,2.347541675726572,0.7520127637236697,50.0,2,2,2,2,2,2,6,2,2,4,2,1,6,2,3,39.211999855041505,38.103000020980836,23.879666687647504,28.711999855041505,33.211999855041505,33.211999855041505,32.103000020980836,42.213000020980836,35.712000093460084,34.8796666876475,19.213000020980836,30.212000093460084,42.213000020980836,10.210999927520751,43.213000020980836
WOA_Broker Trial 19,7.700838316451099,40.61100016593933,2.304216639439264,0.7939611285146804,50.0,2,2,2,2,2,2,2,2,3,3,5,1,4,1,7,39.211999855041505,33.212000093460084,37.87866676012675,27.961999855041505,32.10299978256226,39.211999855041505,15.212000093460082,37.211999855041505,40.712000093460084,37.87866676012675,30.211999855041505,33.212000093460084,16.212000093460084,37.211999855041505,26.210999927520753
WOA_Broker Trial 20,10.94699424788241,43.11100016593933,2.3238916803995764,0.681335258987342,50.0,2,3,3,2,3,2,6,1,3,2,2,4,1,2,4,39.213000020980836,38.211999855041505,40.212000093460084,27.962000093460084,37.211999855041505,35.71100016593933,34.21299978256226,30.212000093460084,33.712000093460084,12.878666521708169,10.21100016593933,24.211999855041505,26.212000093460084,7.211000165939331,43.212000093460084
WOA_Broker Trial 21,10.444386666460023,43.1119998550415,2.342699991703033,0.6195511451697919,50.0,2,2,2,2,1,2,3,1,2,4,5,1,8,2,3,39.212000093460084,26.712000093460084,26.822000093460083,27.852000093460084,25.213000020980836,17.601999855041505,21.210999927520753,24.211999855041505,2.210999927520752,25.544333260854085,42.21299978256226,15.21100016593933,43.211999855041505,37.212000093460084,26.212000093460084
WOA_Broker Trial 22,7.330790106913146,43.11100016593933,2.214066661993662,0.7591292736209319,50.0,2,3,2,2,2,3,1,2,5,3,5,3,1,3,3,39.211999855041505,40.713000020980836,38.212000093460084,25.210999927520753,32.101999855041505,38.212000093460084,15.212000093460082,37.212000093460084,33.212000093460084,30.545333426793416,43.212000093460084,24.212000093460084,26.210999927520753,30.211999855041505,37.212000093460084
WOA_Broker Trial 23,9.123343559407118,43.11,2.1218416542212166,0.7488450724653535,50.0,1,2,3,2,1,2,3,2,5,4,3,2,4,2,4,23.210999927520753,29.10399994850159,35.102000093460084,32.65633311589559,5.212000093460083,40.713000020980836,39.211999855041505,39.211999855041505,39.211999855041505,32.54633311589559,43.212000093460084,30.212000093460084,26.212000093460084,30.212000093460084,38.211999855041505
WOA_Broker Trial 24,9.807889290769472,42.04999990653992,2.068983338244755,0.7007234789354999,50.0,2,2,1,2,3,2,3,3,6,5,2,1,2,2,4,39.211999855041505,31.712000093460084,12.878666760126748,39.96399994850159,39.211999855041505,15.21100016593933,42.152,37.101999855041505,33.711999855041505,37.8796666876475,15.10100016593933,19.211000165939332,24.211999855041505,28.210999927520753,26.211000165939332
WOA_Broker Trial 25,7.702987609138287,43.11099992752075,2.2738083473046617,0.7349194207032965,50.0,2,2,2,2,2,3,3,3,3,4,3,3,1,2,5,39.212000093460084,31.60399994850159,40.211999855041505,30.213000020980836,39.212000093460084,35.712000093460084,37.213000020980836,30.213000020980836,35.712000093460084,26.87866676012675,26.213000020980836,16.213999948501588,24.211999855041505,19.212999782562257,43.21299978256226
WOA_Broker Trial 26,6.737787767937641,43.1119998550415,2.283808317263921,0.7892290908140017,50.0,2,3,2,3,2,2,2,2,3,3,2,1,5,2,6,38.212000093460084,38.212000093460084,38.54633311589559,39.852000093460084,30.211999855041505,28.712000093460084,34.213000020980836,37.211999855041505,31.601999855041505,32.54533342679342,43.213000020980836,26.211999855041505,42.212000093460084,33.212000093460084,16.211000165939332
WOA_Broker Trial 27,9.18479787043296,42.1119998550415,2.1350083149274184,0.7340393893648816,50.0,1,2,2,1,1,3,2,4,6,3,3,3,2,3,4,16.211000165939332,38.712000093460084,21.545333426793416,16.211000165939332,15.210999927520751,35.711999855041505,39.213000020980836,42.211999855041505,35.711999855041505,37.87866676012675,30.211999855041505,34.213000020980836,30.211999855041505,28.211000165939332,42.211999855041505
WOA_Broker Trial 28,7.681041496996628,43.11200009346008,2.466341648260752,0.729213828135719,50.0,2,1,3,2,1,3,3,3,2,2,8,1,3,2,4,39.212000093460084,15.100999927520752,34.87866652170817,19.711999855041505,25.210999927520753,33.212000093460084,37.211999855041505,42.211999855041505,29.211999855041505,30.545333426793416,37.211999855041505,26.212000093460084,28.212000093460084,30.210999927520753,43.213000020980836
WOA_Broker Trial 29,6.598265333587291,42.11200009346008,1.975445826323827,0.7814555359928347,50.0,2,2,2,2,2,4,3,2,3,6,2,2,3,2,3,39.212000093460084,31.6405,26.878666521708173,31.962000093460084,30.212000093460084,40.712000093460084,34.21100016593933,39.212000093460084,35.712000093460084,37.87866652170817,42.213000020980836,33.15,28.211000165939332,16.212000093460084,26.213000020980836
WOA_Broker Trial 30,8.072570382599666,43.11200009346008,2.1934000072479245,0.7486355937318033,50.0,2,1,2,2,2,4,1,1,4,4,4,2,3,5,3,39.212000093460084,28.712000093460084,26.768666521708173,30.212000093460084,37.211999855041505,31.603000020980836,21.211000165939332,28.212000093460084,23.713000020980836,40.213000020980836,15.210999927520751,37.211999855041505,39.212000093460084,43.212000093460084,42.211999855041505

